FID,IID,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,label
HGDP00690,HGDP00690,-18.78172983545329,-34.813673662079495,-0.10950543236692475,-15.123226253228381,-22.38313226280635,-3.693558720665699,29.151208866597976,-0.4118130890287836,4.365683307978754,5.986972962869224,-12.970097254261205,5.741751267365215,2.5272847885210674,0.27497880987615037,-0.07375460635211854,2.3516688480650227,8.007135076619175,-2.5253787696999677,-0.33407348541662574,-1.2800774448626833,2.6162801479085482,1.8407435701484545,-0.6251963763189344,-5.543083587169786,10.121659866302124,-5.611674555416622,-6.4377224538660185,-4.2895315599083155,11.482843290862263,12.665695045836586,-3.0687643854999602,-1.4540736602841597,4.505857948447584,1.8280672722554998,-2.475983436075295,-3.8876303498270146,4.03349967778615,-8.823096453852546,4.1443688081523025,-4.359516865136335,-2.5908805894339904,-3.972199234898059,2.8157063920344014,4.714151067023021,-1.7430512859606087,3.2105811759334597,9.55076024269402,-4.036789346348437,2.518314820493429,-9.12211517402475,MDE
HG00733,HG00733,-25.558348161428082,-27.503417984953007,-17.663906941251096,3.0502447370159818,9.80159531496853,-1.7314600524260397,18.874987375934076,3.8713249803477225,-17.16845363627995,-8.754916904635392,13.032070965301148,2.171384606012307,35.46982006895941,16.956627062791938,7.0743827089838005,-23.773380958338713,-2.808855086927521,-25.17651835092845,23.491679699462903,8.437893596642338,8.65890031252614,-19.779820767316238,-2.046172422022856,7.1903239815871896,-7.130677215831884,-1.9246788143652138,14.051497425677383,8.859649048296003,4.463656070574444,-4.0578892630144905,-6.6076714055759815,14.041378055710965,28.60118208345221,-13.79031305339289,-9.818223212968414,-1.5691010960198803,1.501267576682866,-1.5999767889543686,-14.233038639784438,-9.187228562953399,-1.1555262992432296,3.5128634584209624,-3.501780594660973,1.653301079380701,-27.44620797362608,-3.0248224447938776,-8.237361171298748,5.851626123893668,-12.925277942858449,-2.4760908544461953,AMR
NA18597,NA18597,-13.165881763828505,79.54204358345942,-12.31353459162442,-20.184590608068905,0.2880919439210903,19.029223511116832,5.525686959239518,-2.79077660899143,4.510329385076739,-2.067009855781932,3.38940318457278,1.2551226633018253,-2.033247520278758,5.9039453416571535,0.33281922663587943,6.29931540992138,-1.299612317898928,-0.6995385645822246,0.43579420376417666,5.704897952407231,2.592378244823403,-1.515456260840301,4.49458669625693,-3.219645096270882,-9.047265378542587,-1.0429728381502061,4.316084159009662,-1.3359554214364764,-8.184442426968015,-1.6330962415465948,7.109110398993927,-5.489309081581351,2.6182947880512124,-1.0754531830085035,3.5301437375141718,-7.777554680263289,2.1963313483141107,-4.933541842678394,4.0592113184919265,3.6194439135282512,2.097123896681197,4.928241523836065,0.9316231531485346,-3.557628189983518,0.6204691771508698,-7.313229867719546,2.982423624383909,-0.9365556997220161,6.859934752836827,-2.0786984330165494,EAS
HG02433,HG02433,69.69413951203741,-9.702370152270316,-1.337773359356186,0.45301990729516883,2.457851139533569,-2.0151002734877737,1.3708365025798606,-9.436535315079164,4.393648625849975,-1.2961193885063715,-2.912969486680139,-1.9493945281375566,-7.038935939658379,1.392663490886262,-2.863805349834148,1.247317963610725,0.932106642118933,-6.3342666898815265,-2.4125091951609043,-1.2890801490784987,-0.9063691294779148,-4.321932892173522,-5.182258646227138,0.7651442460647164,-0.47892838392212544,-1.792030383707407,-1.5757310311566346,-2.5949497336460747,-1.70315432389262,-3.3452088991398465,5.246492267520027,1.197269171095147,0.29614635873752054,-4.283215814247706,-1.4459297359059284,-0.11933240861987772,2.727143684486186,5.313041073079918,2.125676455861772,-1.4729722981976217,3.628948096720816,3.1960290522638117,-3.5868549969293873,-5.451826396773443,-2.9553622580387175,-3.3274357371600276,4.923510496592019,-8.815098858094276,-2.816789000352787,1.3800469392238888,AFR
HG02450,HG02450,75.30719091949751,-11.366037389128174,-0.44150825065030935,-2.570930410112013,3.8180254171154098,-1.8235067645766423,-3.075744849231195,-7.973482128185847,3.2624313642880702,-2.1298814170116853,6.742868795716378,-2.748369329896988,2.533310242139633,-2.8523367475596766,2.0520771552883383,-3.525291442210087,-8.989907935503975,-3.2246393057174614,-1.6515263788575445,-2.9866545667358566,-1.4435099636171629,7.092888644285622,8.573411766274914,-0.536334072797778,-0.01024440337490397,4.285210316899327,-0.15754384893247247,-9.33205113964815,-4.0109162000004455,-12.139766090751724,-11.45437250369993,-2.881059547653386,0.2361262224541771,3.917403535255568,-5.99395896581543,0.10946123485271494,-0.5901621685765578,4.769032316614636,1.028868057023168,-9.504175316838873,8.23267240608935,-4.209425396709535,-0.006897243759603581,-12.139803492474094,3.6031288852681773,0.9869039221359135,1.4710371139643195,0.15325157518180954,6.0278452132019735,-4.061769886792069,AFR
AJ,RP1E4,-29.71560810937661,-36.3812517368871,-13.670999658824638,-17.39568775227783,-25.9526368189609,5.348471522068494,-11.097681310360768,0.33586557065052197,-2.5829923414568476,-0.3525387979570719,6.148463626796586,0.4883704615728195,2.597680193995147,0.441430107399873,0.22313307399333368,-2.3733831058429926,-3.77505564827359,-0.2567717645895188,3.051008982933109,-0.708724265475971,1.5061075039060003,-2.293796069226483,6.045578370870319,-5.284694147226945,4.305232893675953,2.3820189234446505,5.063624179222095,3.861436177748866,5.208315219799589,-6.074456026620585,-4.601593684548493,-1.7175322158059707,-1.3329379730095563,0.8002634207026857,-1.668168247084921,-2.3572164204923642,-6.218739719434406,-1.7055317619478931,4.000471676915313,1.4183107614158355,0.9776840279032487,-3.501955529930279,3.4930752954299393,-2.4797860704788226,-2.4419847613370504,-0.10106384216868079,0.7550721503777599,-0.8990243067342425,-6.207466432093473,-3.285683137087164,AJ
AJ,AP5F2,-27.139985459677096,-36.10516312576263,-7.547379245638219,-19.81587180144572,-25.187936242606956,2.719923836038412,-12.247519566043387,-1.5408151140201283,0.5664577497000778,-2.9262845904079406,3.6779101359349506,1.7874807520759177,0.735884364063676,0.12124248958632214,6.441672407520279,-5.115773809448369,-1.4857433420881418,0.13095431027817817,7.9436073656951205,1.7236313061767188,-7.022297779951442,-4.132735281516104,-10.55322022241781,4.1202946812832435,-0.9126189720072866,-2.9401513146222067,1.9501297129660566,1.2138286010494264,-0.6581275843357419,-4.382298589342376,2.362355815160802,5.284199502132713,-4.395610566640073,-4.723455384742831,0.8975647364057069,-6.700312391439893,5.0481274745479245,2.824074488228805,3.131814260676242,-2.2317128004961306,-1.9150761738544853,5.516467222315176,3.9530317905806243,8.606695933059282,5.0278602737447,3.904486585650531,-3.9177135897458313,3.2981488194291404,-4.091796412878193,-0.672851456691412,AJ
NA19376,NA19376,78.78741929706796,-10.287404257049358,0.5404771427780779,-2.791466410018853,-2.4408334951592203,-0.20644969225739965,9.472981150106936,-18.290860332082964,-2.9929255054350983,43.554276926730545,18.134637698592954,-1.5033793669027822,-6.1058418595481445,4.384835132300281,-5.68878855714096,-2.0886565569979134,-3.5062802003480935,1.8172192592201244,1.4635893751529119,-4.301015966736447,5.001834587840421,5.6594299692171965,-7.385678697043809,-4.257889074800898,2.9227708075900756,1.8769525917514511,4.1593680940460835,1.7335434206484237,-1.1244592480236881,2.2371586550437965,2.669884068481377,1.519822832798221,1.341253770003162,-5.581456048819727,0.8662697553758112,-1.2519322680905975,-2.0538129121444504,0.5947463407606839,1.971346583518111,-3.6028346839489984,10.24706262087178,-3.056232193336503,-2.855647025537757,2.390118667577263,-3.3915588791176883,0.9300014500274316,-0.724600343029672,2.1982215308812143,-5.345290636719012,0.9713098413198629,AFR
HG03354,HG03354,84.87900403315228,-8.255228781813669,-2.386410885069511,0.8468355547053085,0.6416735427961838,-2.081817711461026,-1.7325613530964699,-16.87645737118078,-3.378832202406479,-6.8709717094459775,-8.180286611747823,0.14667611193249638,1.6253361421508414,-3.3794823103099865,-1.9407806248066835,-3.4239877463704222,0.5031479767158511,-0.6962717815411594,-4.297816785645255,2.6724542512279426,-3.469332525955491,6.193157806147776,-0.9206606970349407,5.737135585913696,3.423074928537511,-2.359476061333734,-4.269555102364374,1.693909961131104,2.106398748325813,3.196829029759454,-0.27873810351149253,-3.103503452598622,-1.2223067351991208,-2.741058675415842,0.41117907664049624,-1.9028398221193186,2.4921397714210083,-1.8703936952495168,10.691761335732258,6.19869617946041,2.9347060938968093,6.316339933579321,4.006794728085742,-1.4162417086586665,4.579890855583155,-0.3128552222946063,-1.689519345961573,-0.7893371230631075,1.241732294192874,1.356904224506763,AFR
NA18631,NA18631,-12.982327549686872,84.4583209864859,-12.016658069820357,-20.800649187514086,1.2475628370500988,13.102563988353907,-0.8734194059952803,-0.7793733273011098,-3.6126553041785168,-1.213647917574129,0.13730042059349767,-3.738416259384139,3.5228692360977534,-5.2838142159929475,-2.8365989673074465,-1.2438767848624834,-3.769175598769038,-10.097074512464966,-0.6587685380592555,6.697824635154319,-2.4017229265364777,-2.6328871234416575,-4.1531855336522066,1.0850319619801667,-4.778924623908226,2.536667279023638,7.91445946593601,4.528342310493252,0.9267527704755322,-0.5844128424234919,-4.2399353028284725,-2.9812888453489093,0.7795237139276443,7.465281725871032,6.145145228075721,3.074095047848895,2.375733917079133,0.015476147139856384,9.800837872138754,-7.621406562078812,-3.29919012154394,-2.3310887508879485,-0.7919069732297085,2.7011795445744595,-3.795740410588995,-4.215411986040123,7.604341201261976,-2.5686591857769128,-4.514753259688923,-5.0583445312960515,EAS
HG02343,HG02343,57.216468415292525,-15.135991806376278,-1.3534825853752355,0.4678700863800047,5.65027213726472,2.043193545689456,-1.405625071609454,-7.547763732694647,1.500477520921755,-0.334814431953756,0.666364112261519,2.280945868875999,5.071662298347409,-0.46529256256528473,-0.04033062077082119,0.27033413998900746,-7.620212481157522,-3.333264796167191,6.685539964639864,-2.663329470441612,-1.0842677617890688,-1.0268013656643866,0.19178490748521634,4.380603982429953,0.12655459104839803,-2.2220571958113995,2.583584969101054,1.3910273564674656,-3.343054182995286,-0.9525732928027002,6.502488213283891,-4.581204545111549,-3.9052032813796305,3.794452241644428,3.991075934516657,-1.3487495868151704,-5.138035601959576,4.703929582898266,3.3715154730133814,-5.536635802521314,-3.834563217472424,-0.9305261244285082,-1.1295509464931788,1.9099188955869824,5.055322697035077,6.761612453014967,3.6616025038058937,-4.344475886845003,1.3664936333803912,-0.46988978482240323,AAC
HGDP00559,HGDP00559,-26.278106797332683,-32.72978037890589,-3.415845125036433,-15.907821126031127,-20.217547330146537,-0.8988627482114582,31.618758230632857,2.223675529702353,9.838836976190168,1.0782145910001029,-19.980945055661543,-3.7889924616063397,-8.194793255065566,2.773219712700564,-4.762018598217671,9.951140021762503,1.1514857231985578,9.624593529002,28.550703223630734,-3.045981715844686,-19.43808107080606,6.566095115348023,-4.385363046199204,-3.0225619841433224,-12.381140835375879,4.875289492461044,-1.1301443780848948,7.199888009913867,-5.804949667203217,2.899324045120477,-1.7110362692180972,4.942916633233051,-0.86450332301718,4.5900831827010835,2.3094770759404484,-1.3519204220671641,-3.414894364006972,5.892931842529889,-5.121300914003385,4.048088329685675,-10.629043754353223,-3.9290775940091702,1.320902441047836,1.8937666345373727,1.27366146709625,-4.346985843721606,1.5386471387688363,1.5991091618996056,3.669105577821653,3.0383017273097415,MDE
NA20900,NA20900,-22.9148642512793,-1.3923284001298055,44.75007310905652,17.176098276790686,4.937304484982941,-2.5451540530258163,-6.519619999806521,-2.5220836914663582,7.677156074097202,0.3649800689672247,3.487761801164175,-22.54387703896084,-2.891028203274902,-4.501025199465495,-7.609432157554853,-9.08740407148829,5.52699899863197,6.86651077068648,-15.790792902809132,7.620990810528378,-0.7597320215218504,12.618983973985944,-10.642273555016583,-3.197130171260497,17.867759263677012,-3.999202855928406,0.013673334730616759,21.270570325127895,-10.4889072789012,14.694024239184255,22.830986070989074,24.558692737638005,5.98167543038805,23.551194435679832,-16.11036124856111,-15.072559694585216,-17.038648172949472,16.405156242490495,13.635536972721304,-1.579362040219145,5.134909085980157,13.717142241694344,-10.386728083634114,16.618846679033663,6.361483333172881,-3.9493638419173345,17.444065198481816,7.546979427333227,-13.57677189243138,-12.157372902731138,SAS
HGDP00007,HGDP00007,-23.741282496484292,-15.612823197163822,31.67195976161382,4.524577434478063,-8.212609482952757,-1.855732656168467,11.940952949856738,-6.9917774680904,33.484170890449995,-2.386060572125217,-1.8734277001224606,-24.7066978700213,1.4593219625800948,10.476030510191556,-4.4087194951455055,-12.046979338835206,4.18427368737074,-5.551967465969646,-3.635910467659295,1.2203425416580476,10.78347531908759,4.911546117216128,3.424325315316536,-2.572265581219476,-5.510631701200388,0.12902408711269298,5.870368949417183,-0.7877591609665558,-2.294709769378754,0.4848345917032228,-3.9745804352655356,-5.285540918464982,-3.123778060745357,-9.566118494024556,-1.7149173830186561,-0.5512625698872227,-8.246068334739046,-0.4016761192634168,0.7330276679472646,-0.41337795235749,6.560969247481614,5.1330694634098775,-4.3743075166971455,1.4908294043807242,-1.9418413736607312,4.109978076721513,-8.383590473020918,-0.19238317728152377,-3.818063531620816,1.5883592600801988,CAS
NA07037,NA07037,-34.4690361004006,-37.86568209574293,-11.642309174495422,-8.676945638099136,31.216050526194987,0.8945547645504921,-3.7145025259640043,2.11317219382085,-0.0029410038383710377,-3.3534134743970356,2.8425360321039066,-2.2872695019765357,-18.551315054155793,18.98269966527076,7.131069117782794,2.554682639356066,4.42453702231772,-13.024373603566506,-5.824262851013726,-11.392616319058074,9.886485095999808,7.602700864700396,-1.6176627284481773,4.481597173521525,-4.965516261891534,7.669855011021251,-28.69715749795734,-5.517678208503897,-9.48401724967907,17.552352025336244,1.0602055059395883,5.95311424631463,2.514603182712673,-3.6735338356033274,2.190581576757006,26.668520716257657,-12.48774877573322,2.8885174035004373,-20.457030575160164,1.627985681183518,-0.6454304173301549,3.429796063948711,-15.455945200498467,18.54593477511202,-2.6765865969622817,-2.6252611927483,4.692796878888064,12.638765033125429,5.260228628220811,-2.13971243072805,EUR
HG01305,HG01305,-11.239358260008206,-19.319803693597837,-23.363978646150468,12.500299984951925,2.660037089826652,-2.1604100579520584,7.9326018594384,4.015567067168731,-9.351691681782999,-2.901471382999863,5.984783829956957,-1.4388113454203757,23.218110443990536,8.232082681847897,-0.3989651722298816,-7.990285516857676,-5.246972654673611,-2.57527369930856,5.340253196391701,-0.740542039912941,-5.693714760044178,7.742017710811812,-7.301799761702078,2.76391652679536,0.2302061867152484,-2.179116259583575,-1.8444971804291703,2.6516105669376424,-5.059170977579674,2.726692898575467,-8.03384291661361,1.753336959092143,7.998730408307442,6.444982494401801,-3.2719521271138032,1.044292747198989,0.9981794774419002,4.228659313233564,0.9982953333853479,0.352851282677623,-1.424862191877325,4.584899560177849,-3.313152978907703,-4.0158427342817316,3.596423160096138,-3.3287031630088344,1.7328085389508918,-4.337459773970955,6.08142783536433,0.8064536869251161,AMR
HG03197,HG03197,86.48423175731135,-8.290709012848453,2.654508169261838,-0.36783601137179867,1.4716181404949347,0.5275946514035476,-0.7041521955393913,-19.99637689152946,0.969624706813391,-14.717957961506583,-4.245238751154247,-0.6244494961723158,-0.833370308383831,-0.21804325537558075,-2.402302194416848,1.4537533972075949,1.9522196484496288,-4.080030136121534,0.4537078968931276,-4.615620704050167,-1.6688683107508675,-7.6923919942470125,6.754360899873446,0.33075877442037527,10.750145983291906,-3.775923657009238,3.189799536490106,4.409871467598851,-13.060962577961654,-3.8709752012444696,-0.32451336465912806,1.1638086952508337,-4.357100599241817,7.748566557556193,-0.9537235519515428,-3.054845303089572,11.525882861292256,-1.9389560224317293,5.9199134713044534,4.859604616558119,-9.10608648979137,10.996460602152494,5.274135227049644,-0.219038856025886,-3.9266047848736365,-5.948527914255998,-0.9525061269894731,3.2832991070651,-5.879619396473115,3.75371502468994,AFR
HG00591,HG00591,-15.210092797028762,83.25225118573182,-9.766774746612079,-25.053346225004855,4.3012950951692925,2.2988944775127615,1.4294987805250412,-3.3527839947889406,5.79393203328879,-2.3277363312204407,-4.630373089248913,3.20176817098434,10.371222693949669,4.0873569047216805,3.758064424172351,2.644593844965298,13.912588859900863,-0.40894764370166603,-5.437619043671349,-5.018782419949552,-5.024286146316521,-2.190786299026577,6.516662137893883,-3.5045727599713516,5.06663443386889,7.645570361605852,9.053048627376038,9.367859966231045,-14.69538196353998,-10.797657278425245,10.272791762723125,-1.8593938728820791,-7.328221426802387,-5.083542151527461,11.589961442608454,-4.65223660981133,1.8601614331649596,2.2591418812575697,-7.367711187277582,-11.94673625905643,-14.86905488123121,2.1515829575353007,-5.105380772599256,-8.194086082116918,4.847534049987113,0.5530556366285897,-23.609086500644263,25.49528159999392,-7.431358273177774,7.563727724314628,EAS
NA19900,NA19900,63.92810334751474,-11.352028935976461,0.5578460190926854,-1.4195600307290237,5.066840174303432,1.2001097927344409,0.14118170957432666,0.9764208762480083,0.6628342551757904,-0.982958206807734,5.205429144308524,-5.257495363518025,-0.7975297712447955,3.447810263865373,0.768333951824406,2.462473375747487,-5.044442460191966,-1.7113757207299258,-5.351236922991839,4.469442665300933,-10.68620082191978,-4.985073089276835,-0.4627362142184597,-8.06504954795299,4.673476292004617,-1.4470486255743884,0.2744129074628731,2.1100290852743737,6.557950836896306,1.8880399811006838,-0.7304068078324599,7.625606334951776,5.457825877968806,0.041119045076629904,-10.292991945557059,-3.879638945573436,-7.951569418697739,5.557209338964477,1.9348973242823078,6.33953675794592,-7.395245993375776,0.1318718478110536,4.1247339940808665,0.9998383829347025,2.173456282899652,5.838256134652296,-5.8789231880601385,5.6985114925442755,-5.285143213182945,-7.742035972461393,AAC
AJ,AP5D11,-32.14102012647516,-34.81021607796786,-8.558945874466318,-17.995130754836183,-23.974328280190058,-0.24137022544056894,-10.339243459233884,-3.658731468980973,-1.5229071466851893,-1.3467606765532578,6.4801132535040065,4.301346945476222,-2.223462090215806,0.1874893977866366,5.094340995153426,1.1616259865385705,7.644526736318741,2.5503719116253265,-4.564331044615758,-4.092153728455168,6.271246821028095,-1.8098970977960023,-3.787037990115796,3.647998873181785,0.7340752436094106,5.32031275085304,0.975383969678953,-0.27754599002591174,3.067886809527581,-1.5090462838472667,4.9667499036661455,3.6178174493604986,1.8898456934073278,3.106359498683625,2.877843591882418,-1.4122209893914683,1.9661643653109653,-4.561925613037035,1.4675840480731988,-2.2498863795074286,0.049017462860365894,-3.694096278972376,-3.254099651710225,2.6644157702425195,-1.599332332692314,-0.8420539219773849,1.2127095901917346,-1.9864181353618602,-2.979862623852334,0.8766113558562687,AJ
HG02505,HG02505,72.29667938693682,-10.059084122783204,-1.1168204724648538,-0.06426329215911569,1.347987245925939,-0.8399850814600978,-6.55317080609178,-5.3417820465889365,-2.949556615375522,-4.287671453187602,-0.22174125121608365,-0.2892491145229657,-2.229285540321461,6.349233824379336,2.855795262813269,3.389525323652606,2.37059104094646,0.2019294396140558,1.7092374372144608,-3.563369138350284,4.068261163837209,9.785750874154603,4.550705751349562,1.2586758862418053,-4.316079047206006,1.0363260341490377,-3.499684547963644,1.3798534941473466,4.527834525097003,-0.7841796733052578,3.8432868465776875,0.23417883989049085,1.8324974078358616,4.548486578642381,0.9608244813250179,-3.31518227448379,-2.1793207278911635,4.962605445899766,-0.2707426522720013,-0.8769888484515039,0.7576096894561897,0.19992970136909516,-2.7405443739033815,5.006051559365351,0.13608215313929115,-0.030153630369654082,3.6858525497476764,-3.6178126029554836,1.8873840683404366,0.43729974175921016,AFR
AJ,AP9C8,-29.490551781349378,-36.690027313745446,-8.974384871716564,-18.671670572527617,-31.541074622080124,4.432260806605527,-13.515801876123183,0.3162706839353216,-2.9150652098032594,2.0761045881770457,3.8091997596179246,-3.630748493574739,0.8943935466152776,4.944686963556218,0.28203649395077496,0.007583236202011451,9.321739380257538,2.6953066666073253,-1.4599068650199079,-2.9818542163946216,0.3672388315685332,-3.384788226391892,-8.3199298513386,-1.3040933262562233,5.745079412524137,-0.6753542904579124,-1.669774113924595,-0.4483921346365508,8.27094430404687,-0.32494884655405976,3.0087443490475447,6.004646451308955,-5.280851496848489,-8.480687248858755,0.03418932102154481,1.5441920732833303,0.6818136467490866,-5.797150655817671,7.06174388035842,0.5445327925652811,5.344373757028094,1.2878832135502583,7.555630552907514,2.174666333491172,4.931904475703034,4.795137887574942,-3.5384349373943773,3.579806565461016,-2.926235836992778,2.460709236612616,AJ
HG00698,HG00698,-13.266183181998873,85.97548664743412,-11.48451927126274,-26.578759780161302,-1.110294160512954,-6.1037269164454555,-4.784445471008439,0.2344505607776057,4.524321241457542,-3.94588322526629,2.871686779060676,-2.9357107895476693,0.9998057966073348,0.5201630949137898,-0.9402480438079129,-1.7570433761350923,-9.920265269831873,-1.7812407563251202,-9.394876217805475,9.458481366311965,-5.720494348440344,0.012217064133631526,5.785246554009475,-5.6571026884412925,-11.311279855394067,-9.742604156689483,-11.642182101088125,-4.120885480702715,-12.192504447931483,-0.7187693744370719,-2.8355304308140474,12.326084369334081,-1.4228004863561161,1.8089600255711402,-0.21282550621117893,-2.1498096307862293,8.61683699333634,-19.193029435082924,10.067314301801382,6.892128999646429,10.932438668459284,4.765014319138023,-8.78926054814687,6.44840658524063,-6.002952349023228,2.294151946048832,0.20321496203875977,-1.6262447169507857,-2.0589369731841773,9.378473933165987,EAS
NA19035,NA19035,78.81597856828107,-7.906640976495274,-1.6344006457964708,-1.2123740702418146,-2.9659238724990744,-0.6387999739063449,6.181070440250838,-20.029966449566263,-7.907944272360736,36.19516624020087,13.202150399009593,-3.3549193927647427,-1.8338160497391232,-2.351225066906473,1.0444276643088346,-0.4223982259891453,-1.83363268311144,-6.130309547398902,0.9481336840206124,0.48720292967467926,-0.2491136455611643,3.70182024402598,6.1491568982731915,1.611457803036271,1.2835293329484114,-6.32889418403024,5.575699629442542,-0.6038786166996377,5.47403241965339,-1.38580589585678,0.6298696112839338,-4.858822634208416,0.9894189822101092,6.0192927527244615,2.673460244911545,0.8950962468355192,4.2003236216705595,-4.287910929311298,-0.548231971550651,-3.083287583350615,8.23400645128545,1.1775514121068928,-1.600086128963122,1.9254326793494636,6.059637201337023,-2.879867480101433,0.9219738395537205,-1.8017491290866123,2.794065935933047,-5.889602408473872,AFR
NA18619,NA18619,-15.323978675962694,81.15638986837925,-12.69595738682409,-20.117170473307887,-0.4306287925133377,18.61010336980451,5.447758705841613,-1.8415248962221635,-2.3662769397781087,-2.109895015659026,2.2544505380367035,-2.649704963082005,1.8424573844717402,0.7224216200569844,4.90022871551319,5.279493828206517,2.947987121873068,-5.702291649042366,-2.96117596471448,1.6924718768431373,-0.39433506490662246,0.7411684079206888,-6.598107559869064,-4.559506134844579,-16.374492066653076,2.88327995066812,-4.307133764593587,4.1107688116894545,0.9655544050712989,4.818908997184883,0.7847485929808079,4.415364345003689,0.6859103143948053,-4.485126146110046,8.403524185231449,3.2421687858101156,5.415825295056082,2.510050701620814,0.05276862495414178,0.5209540792983118,6.651279037492451,2.645543935311415,-5.039406607728357,9.815888624134873,6.709001933308,-6.544092606320255,0.23552485549286542,-0.13035276771507484,2.5265894057370986,1.5910031946099785,EAS
NA21093,NA21093,-21.363796957558247,6.832796325119653,58.13692129087008,21.03481884608266,0.6581444993919103,-2.689846636510106,-4.876323136391836,0.3801289355006692,-4.076082788580002,-3.1395905096879404,1.7610421859834748,1.6481317405259424,6.948389097755791,0.5592547854965271,-16.330726130262107,6.277306966874409,-4.918574371579065,-2.98345939107289,-5.331435358435866,-10.571564599781821,11.78104675766984,8.663299418066,-8.146270910192476,16.420446347071977,-2.0357033707393164,0.8709195607511938,-25.720118088674297,25.40657783065793,0.6998652019622132,11.79689296787641,5.467148796908358,1.7919507522416225,-4.784422252305995,3.2610018196265864,3.7535668266383233,-6.592455506098763,-4.458063607443927,-10.922651293502279,12.109283144037116,-3.592903170948643,-10.672561199132252,-4.568662629856757,6.844051566260943,1.5361324248298636,-2.5516320985947103,3.575093721153709,-3.780084203836225,-1.7115858990740016,6.459558206867274,-7.486511725240253,SAS
HG00634,HG00634,-14.657779089540998,87.77477182212569,-12.472979628171993,-26.861624292265592,0.21067604069649606,8.25768345589508,1.0575973340946974,-2.031290894367362,5.506201002852069,1.4457117886206978,2.081597416716267,-2.24539913657319,4.132050009894722,21.83828405430094,3.404025502900724,32.81548327342883,0.5349264764621963,-8.951105187039625,-9.139689153279502,-2.746814745358917,5.9967297097728425,3.0281766262320806,-15.29503801669415,4.673820680179596,-5.318151564916422,10.70464662538159,18.306817037483363,6.6603278328886075,-0.568788751894954,-1.373973542540121,1.1024283600690041,15.559118175194333,7.97840484245596,3.1239701359711525,1.4483063522831572,-20.706212392917344,-9.291592352005948,12.510137258304166,-6.521130555021711,-7.161052889750252,-2.0316651344379455,-7.351161864668159,4.632413409042894,10.137499569056821,-13.053134754956025,13.280642215006552,-5.206961575787401,-6.759522001007776,-8.724254973601559,-4.981684789165705,EAS
NA20299,NA20299,22.123954630621565,17.507206625902683,-26.536753226287306,44.91135193702825,1.9422821978954976,4.739471351439116,-3.0151578593221893,-0.17222838121865972,4.0431764640886545,2.732942395463663,-4.173111806402331,-1.9726654785510007,4.188135864174639,-2.5728109885651995,6.000518622236385,-3.658636693532457,1.2973765203626488,3.496357375318656,-8.829328959932187,0.3479011057335399,1.6810326816538377,0.9156637559266869,-4.798100639382308,-1.8669211799695664,-3.578429792662854,3.1253775788192244,-3.3743652837806835,0.8512286646106068,-5.706922647744296,5.438370026778918,1.7724162001280583,-6.821922823082871,-2.437247263622381,-0.37679892687334954,1.3424647657933741,-1.0927007739284418,1.1610263325006709,1.0424065494834618,2.4276021756177073,9.525547602508183,-7.485482611577529,1.6490135881074754,0.8353860739359307,3.2053933032946227,1.9138273441867317,1.660660432625617,1.425246051058468,4.6048809818729035,-2.7115794739959997,0.4788852675238431,AAC
NA19704,NA19704,66.14302108417151,-12.16517349208284,0.5312705282217851,-1.756318519404253,1.423715739925876,-0.2733078717141942,-1.2121436071900313,-2.2257945628997056,2.7401563214363454,1.0803405138159583,1.5193216109811398,4.201108707140781,-1.876199002937821,0.19078242557332448,1.2382568773165359,5.535061142171782,4.031535525557298,12.65780480930331,-6.256203508123654,-5.767629820802518,-2.054674773168614,-2.3354144146543323,-3.3336241573400547,1.9353322777277362,-8.815401642016528,7.9101349448182,6.011732622588421,1.830045479697808,3.303101988513992,-0.1424388625144847,-5.7648973413720865,-1.86032310284187,-3.105086908999507,8.10600799176296,-1.4812576350085882,3.1663246052476137,-0.001209777112983471,-2.1438198079921214,1.3003261499464838,1.0101611620252258,-21.274409849663144,-12.980728578417585,-0.7070555293379116,11.64794562286469,-3.42652959087451,-0.5674511028996613,-3.9366553710245946,-13.365261654997768,7.185284105805239,-3.783124441599754,AAC
NA19795,NA19795,-20.432230991085717,7.483425709771384,-36.29662175175677,45.08370085644806,-1.7668035853509472,-2.0758487102369614,-0.9675892374712085,7.5215702455868305,-2.1548855539296214,-2.3503879925031965,1.5970395566397808,-0.11638854180463229,6.521296028478099,-6.573096571850178,13.926108271647772,-11.418389026686445,-26.465543571044627,11.848456656902824,-2.31824706078607,6.325784369918266,-11.32573528607564,1.537803996221325,-12.923332969969232,5.182847066336093,2.9296396809055114,2.934294912328991,3.3613570464372953,2.5703559614906437,-16.78887768839683,-2.1347043753786124,-21.504842615008243,-0.3134839300316352,1.2161031699967977,8.888734589660409,-3.9270339034020103,3.8935945492089807,-1.3297207448680348,-0.967867277031662,-13.777046749251271,-4.493061676760108,-13.005095572613074,13.207993645506361,-7.899644983310276,-10.910082811831721,-10.6367804575049,-14.367557649136613,2.526636705582277,-1.2534136987822733,4.433607620257048,1.958055510834006,AMR
